Date/Time,(A)OAT1emp,(A)OA2Temp,(A)PreCoilTemp,(A)CoilTemp,(A)SaTemp,(A)RATemp,(A)EATemp,(O)DBUnitTemp,(F)PreCoilInTemp,(F)PreCoilOutTemp,(F)CoilInTemp,(F)CoilOutTemp,(F)CompInTemp,(F)CompOutTemp,(F)WatHxInTemp,(F)WatHxOutTemp,(W)WatHxInTemp,(W)WatHxOutTemp,(O)CompCaseTemp,NaN,(W)PanelInTemp,NaN.1,(I)IndoorATemp,(I)IndoorBTemp,(A)OA1Hum,(A)OA2Hum,(A)PreCoilHum,(A)CoilHum,(A)SAHum,(A)RAHum,(A)EAHum,(O)DBUnitHum,(I)IndoorAHum,(I)IndoorBHum,(Flow rate 1),(Flow rate 2),(F)CompLowP,(F)CompHiP,NaN.2,NaN.3,Ahum0,Enthalpy0,DewPoint0,SpecificVolume0,THCapa0,SHCapa0,LHCapa0,WaterMass0,Ahum1,Enthalpy1,DewPoint1,SpecificVolume1,THCapa1,SHCapa1,LHCapa1,WaterMass1,Ahum2,Enthalpy2,DewPoint2,SpecificVolume2,THCapa2,SHCapa2,LHCapa2,WaterMass2,Ahum3,Enthalpy3,DewPoint3,SpecificVolume3,THCapa3,SHCapa3,LHCapa3,WaterMass3,Ahum4,Enthalpy4,DewPoint4,SpecificVolume4,THCapa4,SHCapa4,LHCapa4,WaterMass4,Ahum5,Enthalpy5,DewPoint5,SpecificVolume5,THCapa5,SHCapa5,LHCapa5,WaterMass5,Ahum6,Enthalpy6,DewPoint6,SpecificVolume6,THCapa6,SHCapa6,LHCapa6,WaterMass6,PreCoil_TH(kW),PreCoil_SH(kW),PreCoil_LH(kW),PreCoil_W(L/hr),Coil_TH(kW),Coil_SH(kW),Coil_LH(kW),Coil_W(kg/h),TCoil_TH(kW),TCoil_SH(kW),TCoil_LH(kW),TCoil_W(kg/h),ReHeat_TH(kW),ReHeat_SH(kW),ReHeat_LH(kW),SHE(%),THE(%),OATemp,hxTemp,preTemp,evaTemp,condTemp,diffTemp
2019-04-15 10:58:30,350,247,195,80,99,237,310,312,198,193,80,96,153,364,328,228,192,214,362,0,192,0,219,239,681,645,999,997,805,486,602,669,457,455,0,0,53,28,0,0,0.024454393837644993,97.91534531864335,28.226777137957356,0.907316962591625,2.398165858622738,0.9002098824479383,1.4979559761747996,2.1561941280404953,0.012576574962254016,56.862921710426946,17.56011660162153,0.8608752135233281,1.467832343879756,0.6558934269756552,0.8119389169041008,1.1687245505216968,0.014224561860991585,55.69329823044221,19.48391149541669,0.8480424257292498,1.4593949689499544,0.5271662099741096,0.9322287589758448,1.3418726638596723,0.006636808868075025,24.74249449911064,7.955880844745536,0.8050006853864233,0.6830220409407626,0.22481238333482437,0.45820965760593824,0.6595580837190633,0.006087483403099068,25.292976275822447,6.706569860632953,0.8097326179861549,0.6941379499576136,0.2763101481768346,0.417827801780779,0.6014314619795301,0.008872556450229021,46.4120183381289,12.23886568011119,0.8529766111313658,1.2091517772377842,0.6310386563427579,0.5781131208950263,0.8321500340752082,0.01707274670535291,74.84024505198565,22.378915889057453,0.8853129882605678,1.8785633767538255,0.8067782171226657,1.0717851596311596,1.5427535284574871,0.008437374929801678,0.12872721700154566,0.12028984207174398,0.17314811333797553,0.7763729280091918,0.30235382663928523,0.47401910136990655,0.682314580140609,0.7848103029389935,0.4310810436408309,0.35372925929816257,0.5091664668026334,0.011115909016851,0.05149776484201021,-0.04038185582515924,90.76618589864239,78.24411243804087,35.0,24.7,19.5,8.0,9.9,1.9000000000000004
2019-04-15 10:58:40,351,247,195,80,99,239,313,297,197,194,81,96,149,366,331,230,193,212,363,0,193,0,216,239,689,647,998,996,808,488,602,670,455,442,0,0,51,28,0,0,0.024895823069614038,99.15234081559164,28.522907346005695,0.9082311928212107,2.426018142597904,0.9025574498860858,1.5234606927118184,2.1929062350110136,0.01261636311931255,56.964205786530556,17.609169235151512,0.860929193408437,1.470354646343293,0.655898090360007,0.814456555983286,1.172348501215446,0.014209997755134528,55.6563607815778,19.467808885424574,0.8480230118250076,1.458460442844227,0.5271648453840042,0.9312955974602227,1.3405294485632953,0.006630081130018247,24.7255712776931,7.941148437929712,0.8049920697435324,0.6825621768911911,0.22481210761387524,0.4577500692773159,0.6588965411428778,0.006110392548828349,25.350681424270988,6.760647660563507,0.8097621540475386,0.6956962279344046,0.27631130420551153,0.419384923728893,0.6036728210411896,0.009019004157132715,46.989004726825556,12.48428939070891,0.8537494457545931,1.2230755876129953,0.6359522678678948,0.5871233197451005,0.8451195326198964,0.017374947040070508,75.92416624266568,22.659941206972974,0.8866052962263554,1.9029930245879185,0.8138263462431983,1.0891666783447203,1.567772907653336,0.011894203499066114,0.1287332449760028,0.11683904147693669,0.16818094734784927,0.7758982659530358,0.30235273777012894,0.47354552818290685,0.6816329074204175,0.7877924694521019,0.43108598274613175,0.35670648670597016,0.5134519600725682,0.013134051043213413,0.05149919659163629,-0.03836514554842285,92.51859159633618,79.44381818520004,35.1,24.7,19.5,8.0,9.9,1.9000000000000004
2019-04-15 10:58:50,350,248,196,80,98,239,312,300,197,194,80,84,149,368,331,232,193,211,356,0,194,0,215,247,690,648,998,996,811,478,601,665,448,443,0,0,53,27,0,0,0.024790460982644872,98.77708029017342,28.45266419768302,0.907788665719889,2.4180145793402454,0.900261842904069,1.5177527364361765,2.1846900644423175,0.0127135032541416,57.314378898276544,17.728346282727443,0.8613500738562088,1.4786704071482617,0.6583439451414882,0.8203264620067735,1.1807977861752832,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006630081130018247,24.7255712776931,7.941148437929712,0.8049920697435324,0.6825621768911911,0.22481210761387524,0.4577500692773159,0.6588965411428778,0.006091893497237403,25.202385140663377,6.716994151638801,0.8094522277200986,0.6918913605356266,0.27361602390584616,0.41827533662978045,0.6020756544850897,0.008831564279756496,46.51213153091756,12.16951948483063,0.853495832424854,1.2110228118779742,0.6359307044262574,0.5750921074517168,0.8278015141248222,0.01724419405905374,75.48605337432308,22.538896736219385,0.8861328193797848,1.8930207933578345,0.8114741398417665,1.0815466535160678,1.5568044592794257,0.012192224597197043,0.12864815490319192,0.11645593030599488,0.16762948784549492,0.7839160056598735,0.304883682624421,0.4790323230354525,0.6895307328779003,0.7961082302570706,0.43353183752761293,0.36257639272945763,0.5219012450324054,0.009329183644435468,0.04880391629197092,-0.03947473264753543,91.52077169405746,77.82523439799238,35.0,24.8,19.6,8.0,9.8,1.8000000000000007
2019-04-15 10:59:00,350,248,196,80,98,239,314,308,199,195,80,92,147,369,329,231,193,215,358,0,193,0,217,241,684,647,998,996,810,473,611,666,452,430,0,0,53,28,0,0,0.0245663774074343,98.20249078870785,28.30236002147433,0.9074741424914449,2.404782098904785,0.9002272026000939,1.5045548963046909,2.1656927735693268,0.012693483249839788,57.26341269204514,17.70385173045065,0.861322903953451,1.4774021173762018,0.6583415907752901,0.8190605266009117,1.1789755680780818,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006630081130018247,24.7255712776931,7.941148437929712,0.8049920697435324,0.6825621768911911,0.22481210761387524,0.4577500692773159,0.6588965411428778,0.00608430843511706,25.183280728136552,6.6990609012436835,0.8094424519862733,0.6913752290258517,0.2736156448718331,0.4177595841540186,0.6013332678746371,0.008737886094490215,46.27380115949329,12.00995654514935,0.8533690822539629,1.2049964239589825,0.6359199227053464,0.5690765012536362,0.8191425048033149,0.017745478970535654,76.97560341692272,22.99853950037283,0.887410513584889,1.9275960095517544,0.8162115131021132,1.111384496449641,1.599753773378132,0.010923934825137094,0.12864580053699382,0.11772186571185672,0.16945170594269632,0.7839160056598735,0.304883682624421,0.4790323230354525,0.6895307328779003,0.7948399404850106,0.4335294831614148,0.3613104573235958,0.520079026935204,0.008813052134660548,0.04880353725795786,-0.03999048512329728,91.51681781944392,77.29547042395514,35.0,24.8,19.6,8.0,9.8,1.8000000000000007
2019-04-15 10:59:11,350,248,196,79,99,238,314,292,198,194,80,109,148,370,328,230,194,212,363,0,194,0,217,239,696,641,998,996,806,478,605,664,453,432,0,0,52,28,0,0,0.025014699939927693,99.3520682184641,28.601835185922482,0.9081034070422785,2.4312470596041953,0.9002964832075949,1.5309505763966005,2.203687355069076,0.012573389741456125,56.95768296176831,17.556183689983754,0.861159920524705,1.469792378711829,0.6583274645780411,0.8114649141337879,1.1680422594488749,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006584597204620391,24.509370672594883,7.841195713975878,0.8046475218541042,0.6768835630764226,0.22207910490657196,0.45480445816985066,0.6546565571417282,0.0060951195993188744,25.31221085757653,6.7246155303015485,0.8097424631005452,0.6946573759501202,0.27631053351972706,0.41834684243039316,0.6021785816670995,0.008777865715487918,46.27333048770693,12.078240640578656,0.8531358767078303,1.2053135510233735,0.6334770084304813,0.5718365425928922,0.8231153751836917,0.017566297401587706,76.51731483920065,22.835607121384157,0.8871619528829444,1.9166565571019412,0.8161858141995874,1.100470742902354,1.5840442520785578,0.0033141961607643378,0.12863167433974487,0.12531747817898053,0.18038501457190326,0.789594619474642,0.3076166853317243,0.48197793414291773,0.6937707168790499,0.7929088156354064,0.4362483596714692,0.3566604559639372,0.5133857023071466,0.017773812873697614,0.05423142861315511,-0.036457615739457494,90.68641591161268,78.42633178412552,35.0,24.8,19.6,7.9,9.9,2.0
2019-04-15 10:59:21,350,250,196,80,99,238,315,287,197,193,80,95,152,371,331,228,194,212,364,0,193,0,217,238,697,641,998,996,811,481,600,664,461,433,0,0,52,28,0,0,0.02505208821741385,99.44793830488717,28.62658813883479,0.9081558851488506,2.433452472964845,0.9003022565914721,1.533150216373373,2.206853570149597,0.012727396192009736,57.55554162938079,17.74532397301573,0.861947125450986,1.483863683099193,0.6632096355795741,0.8206540475196188,1.1812693206999711,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006630081130018247,24.7255712776931,7.941148437929712,0.8049920697435324,0.6825621768911911,0.22481210761387524,0.4577500692773159,0.6588965411428778,0.006133303365868802,25.408390782534266,6.814548524967336,0.8097916922636926,0.6972545059090065,0.27631246023418693,0.4209420456748196,0.6059141800997003,0.00883373936184018,46.415470753207586,12.173206290095493,0.8532114504403367,1.2089088878196703,0.6334834139283142,0.5754254738913561,0.8282813698556104,0.01751903037409564,76.50018323510835,22.792375981522014,0.8873876650869863,1.9157400297249496,0.8185095685395523,1.0972304611853974,1.579380112062147,0.017385500548128263,0.13351384534127786,0.1161283447931496,0.16715795332080696,0.7839160056598735,0.304883682624421,0.4790323230354525,0.6895307328779003,0.8013015062080018,0.43839752796569886,0.3629039782423029,0.5223727795570934,0.014692329017815364,0.05150035262031169,-0.0368080236024963,88.8590245896586,77.54634472672318,35.0,25.0,19.6,8.0,9.9,1.9000000000000004
2019-04-15 10:59:31,348,249,196,79,99,238,316,303,198,194,80,90,153,367,331,233,196,210,356,0,194,0,222,243,693,643,998,996,810,470,615,660,458,429,0,0,53,27,0,0,0.02461757635163336,98.12368689638654,28.336811789075284,0.9069569764972045,2.4042225066692318,0.8956722409414135,1.5085502657278183,2.1714438051260077,0.012690458724309106,57.35860359163179,17.700148192533504,0.8616078809135501,1.4793685893612276,0.6607740633572574,0.8185945260039702,1.178304795527506,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006584597204620391,24.509370672594883,7.841195713975878,0.8046475218541042,0.6768835630764226,0.22207910490657196,0.45480445816985066,0.6546565571417282,0.0061256662411427855,25.389153861994206,6.796601153088659,0.8097818459522078,0.6967350799177157,0.2763120748912953,0.4204230050264204,0.6051670604138798,0.00862891770350162,45.894412852082276,11.822411362375874,0.8529344121901178,1.1957259861735476,0.6334599271028197,0.5622660590707279,0.809339389306126,0.018074882076313536,78.02583519672893,23.29422508179607,0.8884505300639219,1.9516083227407697,0.8209187171815084,1.1306896055592612,1.6275420151992561,0.012890406810162958,0.13107827311896114,0.11818786630879818,0.170122478493272,0.789594619474642,0.3076166853317243,0.48197793414291773,0.6937707168790499,0.802485026284805,0.43869495845068546,0.36379006783411955,0.5236482383857779,0.01985151684129305,0.05423296998472332,-0.034381453143430274,89.58319849492231,76.52929914342332,34.8,24.9,19.6,7.9,9.9,2.0
2019-04-15 10:59:42,350,249,196,79,98,237,315,316,199,193,79,82,153,370,333,236,190,214,372,0,194,0,218,227,702,640,998,996,810,464,606,671,457,448,0,0,54,29,0,0,0.025239094440954343,99.92745498813412,28.749891300055594,0.9084183666855355,2.4444795396966326,0.9003311235106719,1.5441484161859607,2.2226846454496036,0.012630047431964336,57.20479979414873,17.62600773965812,0.8615258669538577,1.4755422001407998,0.6607669317226521,0.8147752684181477,1.172807263616686,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006584597204620391,24.509370672594883,7.841195713975878,0.8046475218541042,0.6768835630764226,0.22207910490657196,0.45480445816985066,0.6546565571417282,0.00608430843511706,25.183280728136552,6.6990609012436835,0.8094424519862733,0.6913752290258517,0.2736156448718331,0.4177595841540186,0.6013332678746371,0.008465451598174549,45.37643376822706,11.537055846379985,0.8524261535473979,1.1829355430416433,0.630992145066445,0.5519433979751983,0.7944807008039637,0.01769920593341306,76.9610466408251,22.95660580436754,0.8876376867210183,1.92673824747681,0.818535487582586,1.108202759894224,1.5951739046858082,0.009064017589735185,0.13107114148435584,0.12200712389462065,0.17562001040409214,0.789594619474642,0.3076166853317243,0.48197793414291773,0.6937707168790499,0.7986586370643772,0.43868782681608015,0.3599708102482971,0.5181507064749578,0.014491665949429078,0.05153653996526114,-0.03704487401583206,88.9452366574663,76.80567163134941,35.0,24.9,19.6,7.9,9.8,1.9000000000000004
2019-04-15 10:59:52,351,249,195,80,97,236,316,270,198,194,80,91,154,375,337,230,195,214,365,0,194,0,216,238,705,637,998,996,809,465,613,669,463,420,0,0,53,27,0,0,0.025497655539694988,100.69565322032233,28.91900575715124,0.9090761977229093,2.461489134000938,0.9026505713049732,1.558838562695965,2.243829998282876,0.012569647639057881,57.0510252735974,17.55156203149744,0.8614438686057243,1.4717158109064907,0.660759800088021,0.8109560108184697,1.1673097316859218,0.014209997755134528,55.6563607815778,19.467808885424574,0.8480230118250076,1.458460442844227,0.5271648453840042,0.9312955974602227,1.3405294485632953,0.006630081130018247,24.7255712776931,7.941148437929712,0.8049920697435324,0.6825621768911911,0.22481210761387524,0.4577500692773159,0.6588965411428778,0.006035666691174792,24.959077864890588,6.583580840495074,0.8090937113736396,0.6855153698249555,0.2709169897024119,0.41459838012254363,0.596782954194785,0.008432309668938692,45.190006009293114,11.478600759587323,0.8520941993342153,1.1785344349799816,0.6285376936574131,0.5499967413225685,0.7916786360500786,0.018014399524521,77.87111853090664,23.240300988870445,0.8883665735595093,1.9479225718198354,0.8209100036157867,1.1270125682040488,1.622249198534417,0.013255368062263795,0.13359495470401683,0.12033958664175304,0.17321971687737348,0.7758982659530358,0.30235273777012894,0.47354552818290685,0.6816329074204175,0.7891536340152996,0.4359476924741458,0.3532059415411538,0.508413190543044,0.0029531929337643925,0.046104882088536664,-0.043151689154772244,88.24494977866838,77.1479557189166,35.1,24.9,19.5,8.0,9.7,1.6999999999999993
2019-04-15 11:00:02,351,249,196,79,97,236,316,281,198,196,79,98,152,376,331,234,194,214,363,0,193,0,216,240,714,636,998,997,807,471,606,673,461,436,0,0,52,29,0,0,0.025836678683887584,101.56502908475989,29.138386443225897,0.909552204307588,2.4814415661233844,0.9027029521016748,1.5787386140217095,2.2724746143455237,0.01254951692961898,56.99977360462033,17.526678492171357,0.8614165392914783,1.4704403478253023,0.6607574228764714,0.8096829249488309,1.1654772210379014,0.014300638433778528,55.98942470939032,19.56778395339302,0.8484336506268662,1.4664781825510647,0.5296957902382963,0.9367823923127684,1.348427274020778,0.006591278304856619,24.526175373434505,7.855916287336868,0.804656074728712,0.677340464487775,0.22207937542892994,0.455261089058845,0.655313842707654,0.00602060095486015,24.921134679923405,6.5476446904692125,0.8090743013049225,0.6844896593477025,0.27091624412710674,0.4135734152205957,0.5953075948797061,0.008542608037296917,45.47056071845236,11.672353331716522,0.8522432865290956,1.1856437250092668,0.6285502534101364,0.5570934715991305,0.8018938415661216,0.017802800580282163,77.32984039078383,23.05034870650718,0.8880728507060714,1.9350224434929069,0.8208795061355147,1.1141429373573921,1.6037243400586214,0.00396216527423765,0.13106163263817516,0.1270994673639375,0.1829500529828767,0.7891377180632897,0.3076164148093663,0.4815213032539234,0.6931134313131241,0.7930998833375273,0.43867804744754146,0.3544218358899859,0.5101633783302474,0.007149194859927488,0.0488368686981768,-0.041687673838249284,88.25210562578748,78.02152359112056,35.1,24.9,19.6,7.9,9.7,1.799999999999999
