Date/Time,(A)OAT1emp,(A)OA2Temp,(A)PreCoilTemp,(A)CoilTemp,(A)SaTemp,(A)RATemp,(A)EATemp,(O)DBUnitTemp,(F)PreCoilInTemp,(F)PreCoilOutTemp,(F)CoilInTemp,(F)CoilOutTemp,(F)CompInTemp,(F)CompOutTemp,(F)WatHxInTemp,(F)WatHxOutTemp,(W)WatHxInTemp,(W)WatHxOutTemp,(O)CompCaseTemp,NaN,(W)PanelInTemp,NaN.1,(I)IndoorATemp,(I)IndoorBTemp,(A)OA1Hum,(A)OA2Hum,(A)PreCoilHum,(A)CoilHum,(A)SAHum,(A)RAHum,(A)EAHum,(O)DBUnitHum,(I)IndoorAHum,(I)IndoorBHum,(Flow rate 1),(Flow rate 2),(F)CompLowP,(F)CompHiP,NaN.2,NaN.3,A.hum0,Enthalpy0,DewPoint0,SpecificVolume0,THCapa0,SHCapa0,LHCapa0,WaterMass0,A.hum1,Enthalpy1,DewPoint1,SpecificVolume1,THCapa1,SHCapa1,LHCapa1,WaterMass1,A.hum2,Enthalpy2,DewPoint2,SpecificVolume2,THCapa2,SHCapa2,LHCapa2,WaterMass2,A.hum3,Enthalpy3,DewPoint3,SpecificVolume3,THCapa3,SHCapa3,LHCapa3,WaterMass3,A.hum4,Enthalpy4,DewPoint4,SpecificVolume4,THCapa4,SHCapa4,LHCapa4,WaterMass4,A.hum5,Enthalpy5,DewPoint5,SpecificVolume5,THCapa5,SHCapa5,LHCapa5,WaterMass5,A.hum6,Enthalpy6,DewPoint6,SpecificVolume6,THCapa6,SHCapa6,LHCapa6,WaterMass6,PreCoil_TH(kW),PreCoil_SH(kW),PreCoil_LH(kW),PreCoil_W(L/hr),Coil_TH(kW),Coil_SH(kW),Coil_LH(kW),Coil_W(kg/h),TCoil_TH(kW),TCoil_SH(kW),TCoil_LH(kW),TCoil_W(kg/h),ReHeat_TH(kW),ReHeat_SH(kW),ReHeat_LH(kW),SHE(%),THE(%)
2019-04-11 10:12:07,374,322,246,136,143,256,353,283,253,182,124,230,241,520,477,202,181,216,504,0,180,0,240,231,611,712,998,996,982,483,601,685,481,541,0,0,86,35,0,0,0.025048922853646252,101.96273369205036,28.6244938146707,0.9152245023237141,4.332507937986804,1.670553343571427,2.661954594415377,3.8316819431808717,0.021773565680127994,88.11438917689483,26.316060176769838,0.895344027636801,3.827211199763111,1.4619514498437598,2.3652597499193515,3.404612195005863,0.019556372916548898,74.52645029090232,24.566522672991994,0.8700523722576295,3.3311222830480434,1.1449612888181848,2.1861609942298585,3.146813106448417,0.009672977139523666,38.111168068769715,13.53846513863789,0.825000452602283,1.7964850513441455,0.65611658078769,1.1403684705564556,1.6414740079980965,0.009985480469740005,39.61722688396445,14.019828272384586,0.8274235672111036,1.8620087648329198,0.6882460585823409,1.1737627062505789,1.6895424800088301,0.009894273963032588,50.956373792828316,13.880750214947,0.8598264556259394,2.3046938665865913,1.1854818756253132,1.119211990961278,1.6110208586407833,0.02185402589279439,91.56118079867701,26.37645317457566,0.9045468584492669,3.936460066557101,1.5866129351125666,2.3498471314445344,3.38242689852072,0.4960889167150677,0.316990161025575,0.17909875568949296,0.25779908855744615,1.5346372317038979,0.48884470803049485,1.045792523673403,1.5053390984503205,2.0307261484189656,0.8058348690560698,1.2248912793628959,1.7631381870077667,0.06552371348877428,0.03212947779465092,0.03339423569412325,43.0043627614149,24.918297261581976
2019-04-11 10:12:17,373,322,246,136,144,256,354,285,253,182,124,229,241,522,481,201,181,215,505,0,179,0,239,237,607,708,998,997,982,493,595,695,478,543,0,0,87,32,0,0,0.02473814788100701,101.05944076370915,28.417686534918744,0.9144903326231679,4.29757343826684,1.6665344169618652,2.631039021304974,3.7871813181519034,0.021646985013748496,87.79045393536907,26.220637245907938,0.895167973663952,3.813891145617925,1.4619193631319651,2.3519717824859603,3.3854851727106974,0.019556372916548898,74.52645029090232,24.566522672991994,0.8700523722576295,3.3311222830480434,1.1449612888181848,2.1861609942298585,3.146813106448417,0.009682840155387742,38.1360775887592,13.553869187307669,0.825013334910511,1.797631166977647,0.6561177484988435,1.1415134184788034,1.6431220737799654,0.01005137873676443,39.88615365677383,14.119607791329713,0.8277977281203691,1.873800984312292,0.6928261749755935,1.1809748093366985,1.6999237559424685,0.010102451618866564,51.48664558318987,14.196537001371553,0.860109739958351,2.32791043552562,1.1855263608553523,1.1423840746702678,1.6443753173982258,0.021752084323591686,91.40425582532734,26.299902051334357,0.9046968433329943,3.9290619559002646,1.590563810487368,2.3384981454128964,3.3660908930373563,0.48276886256988183,0.3169580743137803,0.16581078825610174,0.23867206626228032,1.5334911160703963,0.4888435403193413,1.0446475757510552,1.5036910326684516,2.016259978640278,0.8058016146331216,1.210458364007157,1.742363098930732,0.076169817334645,0.03670842647674999,0.03946139085789513,42.53879976276131,24.55660140723383
2019-04-11 10:12:27,372,322,245,136,143,256,354,284,253,182,124,229,241,526,481,200,181,216,507,0,179,0,238,237,602,706,998,996,982,500,590,697,499,503,0,0,87,32,0,0,0.02438806733285712,100.05531756860768,28.1818611435948,0.9137008829374607,4.258549160157048,1.662502061000824,2.596047099156224,3.7368130975459444,0.021583713345802932,87.62853408122456,26.17274945172062,0.8950799726379725,3.8072311185084216,1.4619033197759788,2.345327798732443,3.3759216615101133,0.019436097328570077,74.11619223286644,24.466548181678604,0.8695970970503104,3.3145193036962475,1.140666115532883,2.1738531881633643,3.1290969521743754,0.009672977139523666,38.111168068769715,13.53846513863789,0.825000452602283,1.7964850513441455,0.65611658078769,1.1403684705564556,1.6414740079980965,0.009985480469740005,39.61722688396445,14.019828272384586,0.8274235672111036,1.8620087648329198,0.6882460585823409,1.1737627062505789,1.6895424800088301,0.010248257614508226,51.85804378173627,14.414256375367813,0.8603081500805686,2.344162033608785,1.1855575005160457,1.1586045330927393,1.6677234382782327,0.021562956668384526,90.91916286986947,26.157011738569736,0.9044310395749882,3.909358555826069,1.590511642529773,2.318846913296296,3.337804433373317,0.4927118148121741,0.32123720424309576,0.17147461056907876,0.24682470933573786,1.518034252352102,0.484549534745193,1.0334847176069086,1.487622944176279,2.010746067164276,0.8057867389882888,1.2049593281759874,1.7344476535120168,0.06552371348877428,0.03212947779465092,0.03339423569412325,42.0591317827279,23.57506668269211
2019-04-11 10:12:38,370,321,244,136,143,257,353,284,252,181,123,229,241,526,483,200,181,215,512,0,178,0,242,237,603,702,998,996,981,513,585,691,518,568,0,0,86,32,0,0,0.02415525723049669,99.24750718761095,28.023315508583153,0.9127831706682006,4.228414155239929,1.6545639431540073,2.573850212085922,3.7048623604595448,0.021332197442820878,86.88042399043078,25.981115990191256,0.8944371353300177,3.7774406067529798,1.457777051007576,2.3196635557454037,3.3389799283020603,0.019316492865701532,73.70768563591076,24.366573678771772,0.8691428409984969,3.2979734305342365,1.1363683752252312,2.161605055309005,3.11146669296778,0.009672977139523666,38.111168068769715,13.53846513863789,0.825000452602283,1.7964850513441455,0.65611658078769,1.1403684705564556,1.6414740079980965,0.009975148876120195,39.59112089439258,14.00413125202681,0.827410039941174,1.8608122057088703,0.6882447767963823,1.172567428912488,1.6878219688464442,0.0105828671730278,52.81287413359853,14.903584333866206,0.8610516022923204,2.3852623798813006,1.1898619912753838,1.1954003886059168,1.720688284278809,0.021252341956749424,90.01803208011754,25.919843217241464,0.9037015139731267,3.8737361766378835,1.5864473312988447,2.287288845339039,3.2923789856939387,0.47946717621874324,0.3214086757823449,0.15805850043639857,0.22751323533428014,1.501488379190091,0.4802517944375412,1.0212365847525495,1.4699926849696836,1.9809555554088343,0.8016604702198861,1.179295085188948,1.6975059203039637,0.0643271543647248,0.03212819600869232,0.03219895835603248,42.34690458064409,24.467521042818188
2019-04-11 10:12:48,370,319,242,134,143,257,351,280,251,181,122,228,240,529,486,199,180,214,505,0,179,0,245,235,599,678,998,996,973,513,566,683,510,524,0,0,86,32,0,0,0.023988843369338774,98.82019217113756,27.909129146385112,0.9125480765245947,4.211293160529106,1.6545165693623862,2.5567765911667197,3.680286176809352,0.02033975642423115,84.13228382203113,25.204355260696616,0.8924721249449855,3.6660092187474387,1.4493939830928484,2.21661523565459,3.1906496794708215,0.0190792834541014,72.89589009926621,24.166624638187955,0.868237363919416,3.2650520333862647,1.127765174902285,2.1372868584839795,3.0764624912204424,0.00954579568734111,37.58531917432984,13.338562188353933,0.8242590394500986,1.7732912000565666,0.6469041656967724,1.1263870343597941,1.6213487899621184,0.009892508286696937,39.382303702671116,13.878046468685966,0.8273018377023511,1.8512397326895267,0.6882345225086864,1.1630052101808404,1.6740578795086065,0.0105828671730278,52.81287413359853,14.903584333866206,0.8610516022923204,2.3852623798813006,1.1898619912753838,1.1954003886059168,1.720688284278809,0.020306330851267738,87.38325120326812,25.177599170132396,0.9017873008519252,3.7683359962858423,1.5782227630230512,2.190113233262791,3.152502055076388,0.400957185361174,0.3216288081905634,0.07932837717061059,0.1141871882503791,1.491760833329698,0.48086100920551256,1.0108998241241853,1.455113701258324,1.892718018690872,0.8024898173960759,1.090228201294796,1.569300889508703,0.07794853263296009,0.04133035681191399,0.036618175821046206,44.14517707197334,29.861705923063443
2019-04-11 10:12:58,370,311,238,131,142,257,344,279,250,181,120,226,239,532,490,199,180,215,523,0,178,0,242,237,595,649,998,996,950,501,542,682,477,573,0,0,85,33,0,0,0.023822515206777722,98.39309721023574,27.794276995355744,0.9123131034480567,4.19417216565317,1.654469195570309,2.5397029700828613,3.655709992922151,0.018553690636157718,78.73090098173648,23.715440342449824,0.8876564080057392,3.449259457586282,1.4163190650995865,2.0329403924866956,2.9262636597169545,0.01861276666048762,71.29291526084742,23.76672641800633,0.8664383944736813,3.1998838899887687,1.1105277651940701,2.0893561247946986,3.007469831771657,0.009357831341868884,36.80380678700824,13.038707593168908,0.8231510151768436,1.7387564692738793,0.6330625478431775,1.1056939214307018,1.5915626218114862,0.009591726926054586,38.51995459490422,13.41103038159855,0.8266203511253313,1.81219616987043,0.6836224334115927,1.1285737364588373,1.6244963819479468,0.010331202832582686,52.17178728688856,14.536875042245128,0.8607090274467679,2.357245914979132,1.189808099679355,1.1674378152997769,1.6804382787201906,0.018657505912284017,82.42730414372787,23.805468196975653,0.8974296654663643,3.571874650020945,1.549822309408987,2.0220523406119577,2.9105911340276083,0.24937556759751311,0.30579129990551634,0.05641573230800301,0.08120617205470237,1.4611274207148894,0.47746521735089265,0.9836622033639968,1.4159072099601706,1.7105029883124026,0.783256517256409,0.9272464710559938,1.3347010379054682,0.0734397005965508,0.050559885568415175,0.02287981502813552,51.252435931630316,40.552129286276546
2019-04-11 10:13:08,371,307,233,129,141,256,340,283,246,181,118,224,237,533,490,198,181,214,515,0,178,0,246,237,611,648,998,996,925,487,537,690,469,533,0,0,84,33,0,0,0.024627408413866497,100.56493516121888,28.343420292048336,0.9137447011221114,4.280034220499754,1.6586355922195781,2.621398628280176,3.7733047028423163,0.01809440265579045,77.14097522369856,23.311594078291478,0.8858537388106503,3.3864809537098686,1.3998305281476977,1.9866504255621709,2.859632759705644,0.018044158394064307,69.3271142910548,23.266853382327724,0.8642117035986595,3.1196689809053786,1.0889224784412121,2.0307465024641664,2.923105721259896,0.009234370626599465,36.287578639980325,12.838804416599658,0.822415026643139,1.7159020300699723,0.6238194215835479,1.0920826084864244,1.5719701681531897,0.009274292298751756,37.615640415327526,12.903704697343187,0.8259173494195851,1.7711584114609984,0.6790055775488416,1.0921528339121567,1.5720712523325724,0.009977528567900643,51.16844058838507,14.00774806198092,0.8599397469638871,2.313980494197326,1.185499669717396,1.12848082447993,1.6243626421942214,0.018061754032344397,80.48489667985831,23.28253447630823,0.8954289846041362,3.495495743417835,1.5336357902490896,1.9618599531687453,2.823948753061768,0.26681197280449,0.31090804970648556,0.04409607690199557,0.06347296155425175,1.4037669508354063,0.4651030568576643,0.9386638939777421,1.3511355531067062,1.6705789236398962,0.7760111065641498,0.8945678170757465,1.2876625915524544,0.055256381391026066,0.05518615596529375,7.02254257323176e-05,54.69993965015134,45.449076738630026
2019-04-11 10:13:19,370,305,231,126,138,255,340,283,243,180,116,221,234,534,493,199,180,215,520,0,178,0,248,237,613,647,998,996,898,467,539,701,460,557,0,0,83,31,0,0,0.024571667249685472,100.3167585887336,28.3059225922608,0.9133714363100707,4.271216641294629,1.6546823776310586,2.6165342636635702,3.766302818548122,0.017854477836748796,76.31998271081635,23.096927148415602,0.884938812396793,3.3539034406279975,1.3915684990656711,1.9623349415623264,2.8246324628646042,0.01782115270992131,68.55236480032971,23.066904087089142,0.863327740541142,3.087964364633496,1.0802620374022611,2.007702327231235,2.8899353770621543,0.009051913808620936,35.52030411111043,12.538949482180044,0.8213150244255549,1.6818700727442049,0.609931573476824,1.0719384992673808,1.5429742492453304,0.008823571386271892,36.17033837672665,12.155964392846329,0.8244656651700597,1.7061041224996272,0.6651992149314083,1.0409049075682189,1.4983037454000752,0.00950401807400713,49.85999539499319,13.27237557921353,0.8590077723160476,2.257255269866175,1.1811633092477802,1.0760919606183947,1.5489528421536276,0.01813098405810798,80.66228962097415,23.344097808779395,0.8955258403836422,3.502821110387623,1.5336544202628926,1.9691666901247304,2.8344662472806994,0.2659390759945013,0.31130646166341003,0.045367385668908744,0.06530291419755008,1.4060942918892914,0.4703304639254371,0.9357638279638543,1.3469611278168239,1.6720333678837926,0.7816369255888471,0.8903964422949455,1.2816582136192738,0.024234049755422316,0.05526764145458429,0.031033591699161978,55.56563528977389,45.54770581403969
2019-04-11 10:13:29,371,305,230,124,136,255,340,286,240,180,114,218,232,538,495,198,179,214,522,0,177,0,246,238,617,655,998,996,883,478,541,693,496,564,0,0,84,31,0,0,0.024878922264145585,101.21081405150775,28.511658172553666,0.9141001312383931,4.3058478688442445,1.6587072110920584,2.6471406577521863,3.8103584038016276,0.018081662105091174,76.90067762787356,23.300259730799098,0.8852530311261743,3.378222725706086,1.3916239960303638,1.9865987296757222,2.8595583473940818,0.01771058770926165,68.16743490961338,22.96692942212968,0.8628871764689832,3.0721928362506032,1.0759278713655982,1.996264964885005,2.8734721605701794,0.008932076282776964,35.0134405145863,12.339046079582488,0.8205843082800871,1.6593466192930242,0.6006575180927543,1.05868910120027,1.5239027446305364,0.00856043674190161,35.30139389263613,11.703461186311358,0.8235473384112703,1.6669739803445889,0.6559846294228564,1.0109893509217325,1.455242568299975,0.009731383979793742,50.4391026095941,13.629480603138916,0.859317064103447,2.282650652453048,1.1812117795835742,1.1014388728694737,1.5854378018113175,0.018200229062003546,80.83972094160603,23.40546198086537,0.8956227171181982,3.510146477327471,1.5336730502766192,1.976473427050852,2.8449837414566437,0.3060298894554827,0.3156961246647656,0.009666235209282892,0.013913813176097634,1.412846216957579,0.47527035327284395,0.9375758636847351,1.349569415939643,1.7188761064130618,0.7909664779376095,0.9279096284754522,1.3356556027635453,0.007627361051564696,0.05532711133010215,0.047699750278537456,55.93419275613509,45.8494671514414
2019-04-11 10:13:39,373,305,229,122,134,255,341,286,238,180,112,216,229,538,496,198,180,213,525,0,178,0,244,238,612,664,998,996,875,492,543,690,511,578,0,0,81,33,0,0,0.0249500959333617,101.6037925631951,28.558984232543253,0.9147900428912206,4.319306523267068,1.6665950386317516,2.6527114846353164,3.8183771870000545,0.018337437325460917,77.55445251933769,23.526432681343465,0.8856067940224266,3.4055819210288902,1.3916864301147527,2.0138954909141376,2.8988499669295864,0.01760064362724869,67.78412351575949,22.866954745613157,0.8624475504181845,3.056474850623578,1.0715910688482606,1.9848837817753173,2.8570898098325235,0.008813661248802947,34.510252417616066,12.139142586645448,0.8198556593523998,1.636953232543728,0.5913710300708718,1.0455822024728563,1.5050363570181056,0.008370508898376827,34.61750025356548,11.369046393644112,0.8227250414442562,1.6363135350891167,0.6467666573225016,0.9895468777666151,1.4243777528827726,0.010020995671699595,51.176751553199836,14.073676509066956,0.8597110304614697,2.3149720479663625,1.1812734691008917,1.1336985788654708,1.6318732042845645,0.018374540652683267,81.39028833680382,23.559004330541825,0.8961582572305715,3.531940764063315,1.5377302263407944,1.9942105377225205,2.8705149683330973,0.3491070704053123,0.3200953612664921,0.02901170913882023,0.04176015709706293,1.41952161807985,0.48022003877738884,0.939301579302461,1.352053452814418,1.7686286884851623,0.8003154000438809,0.9683132884412813,1.3938136099114808,0.0006396974546112322,0.05539562725162983,0.056035324706241174,56.644630236142525,45.58743131438149
