Date/Time,temp.0,R.hum.0,temp.1,R.hum.1,temp.2,R.hum.2,temp.3,R.hum.3,A.hum0,Enthalpy0,DewPoint0,SpecificVolume0,THCapa0,SHCapa0,LHCapa0,WaterMass0,A.hum1,Enthalpy1,DewPoint1,SpecificVolume1,THCapa1,SHCapa1,LHCapa1,WaterMass1,A.hum2,Enthalpy2,DewPoint2,SpecificVolume2,THCapa2,SHCapa2,LHCapa2,WaterMass2,A.hum3,Enthalpy3,DewPoint3,SpecificVolume3,THCapa3,SHCapa3,LHCapa3,WaterMass3,d-TH_0-1,d-SH_0-1,d-LH_0-1,d-W_0-1,d-TH_2-3,d-SH_2-3,d-LH_2-3,d-W_2-3,,,,,,
2019/2/13 11:49,13.5,40.1,-2,59.6,12,17.7,11.5,94.9,0.003833384,23.26170335,0.211258849,0.817088181,0.47448374,0.278925627,0.195558113,0.281491086,0.001899865,2.732705048,-8.048454167,0.770517821,0.059109709,-0.043668869,0.102778578,0.147941976,0.001527922,15.92642894,-10.5095544,0.809818057,0.327777925,0.249131985,0.07864594,0.113204872,0.008008218,31.76378361,10.71186285,0.816800145,0.648134549,0.239455364,0.408679184,0.58826272,0.415374031,0.322594496,0.092779535,0.133549111,-0.320356624,0.009676621,-0.330033244,-0.475057849,0.880090173,0.982995077,,,-1.71222144,0.027936689
2019/2/13 11:50,16.7,21.7,0.6,43.3,17.3,45.2,0.3,36.6,0.002543551,23.23829245,-4.683121794,0.824506802,0.469741272,0.341150845,0.128590427,0.185096177,0.001701439,4.860740451,-9.299997407,0.777658733,0.104174669,0.012975757,0.091198911,0.131273923,0.005529838,31.40660336,5.330718612,0.830164347,0.630529836,0.352871444,0.277658392,0.399668217,0.001406601,3.820470461,-11.43263127,0.776439272,0.082008355,0.006494641,0.075513714,0.10869627,0.365566603,0.328175088,0.037391516,0.053822254,0.54852148,0.346376802,0.202144678,0.290971947,,,,,,
2019/2/13 11:51,14,41.3,-1.2,63.9,11.8,17.1,11.3,95,0.004080213,24.39171937,1.069016897,0.818836256,0.496471246,0.288765649,0.207705597,0.298976469,0.002178326,4.23607525,-6.480883829,0.773136086,0.091318017,-0.026125592,0.117443608,0.169051176,0.001456605,15.54479325,-11.0436463,0.809157498,0.320184746,0.245148488,0.075036258,0.108009007,0.007909881,31.31174731,10.52889551,0.816098838,0.639459868,0.235452157,0.404007711,0.581538489,0.405153229,0.314891241,0.090261988,0.129925293,-0.319275122,0.009696331,-0.328971454,-0.473529481,0.843432523,0.888327376,,,-1.769702489,0.027477188
2019/2/13 11:52,19.6,37.3,5.5,68.5,17.3,47.1,0,38.2,0.005268961,33.081676,4.643988958,0.836390341,0.659215249,0.396625123,0.262590126,0.37797859,0.003822354,15.13065269,0.171786661,0.794270394,0.317495839,0.116898612,0.200597226,0.288744508,0.005764442,32.00067198,5.923999093,0.830474722,0.642216457,0.352886586,0.289329871,0.416468427,0.0014364,3.592435825,-11.1993256,0.775624521,0.077194479,0,0.077194479,0.111115603,0.34171941,0.27972651,0.0619929,0.089234082,0.565021978,0.352886586,0.212135392,0.305352824,,,,,,
2019/2/13 11:53,20.1,34.4,9.5,49.2,11.4,16.9,10.8,95,0.005010278,32.93308189,3.932367059,0.837473317,0.655405595,0.406030357,0.249375238,0.35895676,0.00360762,18.64152005,-0.546159671,0.805395628,0.385763207,0.199050449,0.186712759,0.268758869,0.00140185,15.00327227,-11.47024747,0.807950671,0.309492333,0.237168891,0.072323442,0.104104115,0.007648225,30.14210489,10.03195138,0.814325899,0.616913223,0.225419465,0.391493758,0.563525601,0.269642388,0.206979909,0.06266248,0.090197891,-0.30742089,0.011749426,-0.319170316,-0.459421487,0.90235439,0.849990838,,,-1.876366739,0.032087408
2019/2/13 11:54,18.9,16.9,6.6,18.7,17.2,46.4,-0.7,38,0.002274488,24.77948868,-5.982138057,0.830406994,0.497336223,0.383165387,0.114170836,0.164340268,0.001121104,9.456837151,-13.93180285,0.793963824,0.198515282,0.139656987,0.058858295,0.084722057,0.005641847,31.58861507,5.616720893,0.83002666,0.634289166,0.350959746,0.283329419,0.407831231,0.001348452,2.666574241,-11.90126672,0.77352769,0.057454833,-0.015209621,0.072664453,0.104594975,0.298820941,0.2435084,0.055312541,0.079618211,0.576834333,0.366169367,0.210664966,0.303236256,,,,,,
2019/2/13 11:55,16.4,36.1,0.3,63.4,11.4,17.5,10,95,0.004162193,27.03125335,1.343666761,0.825788211,0.54556469,0.335469575,0.210095114,0.302415998,0.002440612,6.40709334,-5.164480599,0.777727177,0.13730379,0.006495885,0.130807905,0.188288068,0.001451736,15.12906361,-11.08098068,0.808015328,0.312062224,0.237171086,0.074891138,0.107800119,0.007245641,28.31213157,9.236825935,0.811512397,0.581468455,0.209296121,0.372172334,0.535713875,0.408260899,0.32897369,0.079287209,0.11412793,-0.269406231,0.027874965,-0.297281196,-0.427913757,0.864537375,0.910931446,,,-2.076116424,0.078564715
2019/2/13 11:56,19,22.9,4,38.6,17.4,46.6,0,41.3,0.003105434,26.98719212,-2.334732152,0.831797087,0.540740695,0.385119984,0.155620711,0.224004222,0.001933656,8.874033523,-7.847387166,0.787610475,0.18778389,0.085447505,0.102336385,0.147305472,0.005739194,32.03837411,5.861196751,0.830727235,0.642777653,0.354802598,0.287975055,0.414518272,0.001553257,3.884696613,-10.32532033,0.775769912,0.083458952,0,0.083458952,0.120132837,0.352956806,0.299672479,0.053284326,0.07669875,0.559318701,0.354802598,0.204516103,0.294385434,,,,,,
2019/2/13 11:57,16,37.5,-0.5,68.2,11.4,18.1,10.1,94.9,0.004215018,26.75948983,1.51809401,0.824716997,0.540781261,0.327743331,0.21303793,0.306651958,0.002464891,5.659468388,-5.04929064,0.775482025,0.121633346,-0.010858291,0.132491636,0.190711672,0.00150163,15.25487509,-10.70374296,0.808079996,0.314632115,0.237173281,0.077458834,0.111496122,0.007287137,28.51857684,9.320583913,0.811852535,0.585462992,0.211316048,0.374146944,0.538556177,0.419147915,0.338601622,0.080546293,0.115940287,-0.270830877,0.025857233,-0.29668811,-0.427060054,0.83558043,0.934035871,,,-2.072553456,0.072826878
2019/2/13 11:58,17.2,18.6,1.6,35.3,17.3,46.6,-0.1,39.9,0.002249378,22.99872783,-6.110478325,0.825540051,0.464316819,0.35074079,0.113576029,0.163484088,0.001490158,5.340788314,-10.78945014,0.780235086,0.114085024,0.034474729,0.079610295,0.114592988,0.005702687,31.84429507,5.769951774,0.830393022,0.63914103,0.352882601,0.286258429,0.412047319,0.001488138,3.620965384,-10.80460046,0.775404914,0.07782956,-0.002168085,0.079997644,0.115150548,0.350231795,0.316266061,0.033965734,0.0488911,0.56131147,0.355050685,0.206260785,0.296896771,,,,,,
