Date/Time,(A)OAT1emp,(A)OA2Temp,(A)PreCoilTemp,(A)CoilTemp,(A)SaTemp,(A)RATemp,(A)EATemp,(O)DBUnitTemp,(F)PreCoilInTemp,(F)PreCoilOutTemp,(F)CoilInTemp,(F)CoilOutTemp,(F)CompInTemp,(F)CompOutTemp,(F)WatHxInTemp,(F)WatHxOutTemp,(W)WatHxInTemp,(W)WatHxOutTemp,(O)CompCaseTemp,NaN,(W)PanelInTemp,NaN,(I)IndoorATemp,(I)IndoorBTemp,(A)OA1Hum,(A)OA2Hum,(A)PreCoilHum,(A)CoilHum,(A)SAHum,(A)RAHum,(A)EAHum,(O)DBUnitHum,(I)IndoorAHum,(I)IndoorBHum,(Flow rate 1),(Flow rate 2),(F)CompLowP,(F)CompHiP,NaN,NaN
 2019/04/17 16:10:10,224,220,289,280,279,214,221,258,275,311,236,254,235,235,267,265,311,310,234,0,311,0,238,231,424,435,311,314,325,443,424,374,414,406,0,0,51,53,0,0
 2019/04/17 16:10:20,224,220,289,280,279,213,221,258,275,311,236,253,235,235,266,265,311,310,234,0,311,0,237,233,425,435,311,314,325,443,424,375,415,407,0,0,51,53,0,0
 2019/04/17 16:10:30,224,220,289,280,279,213,221,258,275,310,236,254,235,235,267,265,311,310,234,0,311,0,237,234,424,436,311,314,325,443,424,374,415,407,0,0,51,52,0,0
 2019/04/17 16:10:40,224,220,289,280,279,213,221,258,275,310,236,254,236,235,267,265,311,310,234,0,311,0,237,234,425,435,311,314,324,443,424,374,415,405,0,0,51,56,0,0
 2019/04/17 16:10:51,224,220,289,280,279,213,221,258,275,310,236,254,235,235,267,265,310,309,234,0,310,0,237,232,424,435,311,314,324,444,424,374,415,406,0,0,52,53,0,0
 2019/04/17 16:11:01,224,220,289,280,278,212,221,258,276,310,236,254,236,235,267,265,310,309,234,0,310,0,236,232,424,435,311,315,325,444,425,373,415,406,0,0,52,52,0,0
 2019/04/17 16:11:11,224,220,290,280,278,212,221,259,277,309,236,254,235,235,267,265,309,308,234,0,309,0,237,232,424,435,310,314,325,445,424,373,415,405,0,0,52,54,0,0
 2019/04/17 16:11:21,224,220,291,280,278,213,221,258,278,309,236,254,236,235,267,265,309,308,234,0,309,0,235,233,425,434,310,314,325,444,424,373,415,405,0,0,52,55,0,0
 2019/04/17 16:11:32,223,220,292,280,278,213,221,258,280,308,236,254,235,235,267,265,309,307,234,0,308,0,236,234,426,434,310,314,325,445,425,374,417,408,0,0,52,54,0,0
 2019/04/17 16:11:42,223,220,292,280,278,213,221,257,281,308,236,254,235,235,267,265,308,307,234,0,308,0,235,234,425,434,310,314,325,445,425,375,417,407,0,0,53,53,0,0
