Date/Time,(A)OAT1emp,(A)OA2Temp,(A)PreCoilTemp,(A)CoilTemp,(A)SaTemp,(A)RATemp,(A)EATemp,(O)DBUnitTemp,(F)PreCoilInTemp,(F)PreCoilOutTemp,(F)CoilInTemp,(F)CoilOutTemp,(F)CompInTemp,(F)CompOutTemp,(F)WatHxInTemp,(F)WatHxOutTemp,(W)WatHxInTemp,(W)WatHxOutTemp,(O)CompCaseTemp,NaN,(W)PanelInTemp,NaN,(I)IndoorATemp,(I)IndoorBTemp,(A)OA1Hum,(A)OA2Hum,(A)PreCoilHum,(A)CoilHum,(A)SAHum,(A)RAHum,,(O)DBUnitHum,(I)IndoorAHum,(I)IndoorBHum,(Flow rate 1),(Flow rate 2),(F)CompLowP,(F)CompHiP,NaN,NaN
 2019/04/02 11:18:15,333,297,217,117,135,236,349,264,226,185,109,223,236,491,449,213,186,212,455,0,182,0,217,230,719,698,998,996,824,541,596,624,537,559,0,0,66,31,0,0
 2019/04/02 11:19:16,326,291,220,120,137,239,339,262,227,186,110,226,238,486,450,211,188,210,458,0,184,0,219,228,711,683,999,996,832,551,573,650,543,561,0,0,66,31,0,0
 2019/04/02 11:20:18,333,301,225,122,138,236,355,263,231,185,111,227,243,494,452,210,187,213,462,0,183,0,223,231,845,719,998,996,840,539,628,670,532,561,0,0,67,31,0,0
 2019/04/02 11:21:20,330,279,208,133,146,232,335,269,219,179,127,224,240,491,450,274,179,224,465,0,176,0,218,232,670,647,978,996,862,540,552,672,532,565,0,0,65,33,0,0
 2019/04/02 11:22:22,328,286,208,121,139,235,335,267,214,182,116,208,222,483,449,265,182,210,463,0,179,0,220,227,739,708,973,983,813,563,592,663,547,570,0,0,63,32,0,0
 2019/04/02 11:23:23,326,296,205,117,133,237,344,267,213,176,113,202,217,480,444,270,178,219,457,0,173,0,223,232,742,720,962,962,804,545,614,654,534,565,0,0,63,31,0,0
 2019/04/02 11:24:25,328,289,206,113,129,234,341,261,213,179,110,199,213,476,441,262,179,210,437,0,177,0,224,231,762,705,981,960,816,540,605,659,532,567,0,0,61,31,0,0
 2019/04/02 11:25:27,330,294,212,111,129,233,346,264,220,180,107,202,215,476,440,267,182,213,446,0,179,0,223,229,788,726,996,962,816,548,633,663,533,546,0,0,65,30,0,0
 2019/04/02 11:26:29,332,292,214,110,127,232,346,269,222,180,106,205,218,480,441,267,182,213,446,0,178,0,222,229,806,715,997,970,820,550,636,680,532,569,0,0,64,30,0,0
 2019/04/02 11:27:31,334,285,212,110,126,231,339,272,222,180,104,207,219,481,441,269,181,222,446,0,176,0,224,230,809,675,993,974,828,529,610,680,509,539,0,0,66,30,0,0
 2019/04/02 11:28:32,338,279,205,106,122,231,335,271,213,178,100,202,215,481,444,251,179,222,449,0,173,0,221,229,797,688,972,962,819,539,616,688,523,560,0,0,65,29,0,0
 2019/04/02 11:29:34,334,279,205,102,119,234,336,266,213,177,97,201,214,480,445,241,178,221,449,0,173,0,224,229,768,707,980,958,812,546,623,681,517,559,0,0,65,28,0,0
 2019/04/02 11:30:36,335,279,200,101,119,234,335,267,209,174,96,200,214,488,447,240,176,220,449,0,172,0,223,230,779,716,966,965,818,564,628,679,541,572,0,0,64,30,0,0
 2019/04/02 11:31:38,332,271,208,100,117,234,320,271,215,179,95,204,218,481,448,230,181,209,450,0,178,0,222,232,670,686,997,970,822,566,578,684,545,575,0,0,63,29,0,0
 2019/04/02 11:32:39,331,265,198,102,119,231,315,269,206,175,97,203,216,488,449,230,176,220,451,0,172,0,223,228,715,688,971,982,830,539,609,673,527,537,0,0,64,29,0,0
 2019/04/02 11:33:41,332,270,195,100,117,234,324,269,202,173,95,196,210,487,449,245,175,220,453,0,171,0,225,228,749,725,960,974,821,565,645,663,527,572,0,0,66,29,0,0
 2019/04/02 11:34:42,333,274,197,92,110,233,328,271,205,173,86,195,209,497,454,237,176,223,456,0,172,0,231,230,779,731,977,947,806,567,648,666,543,561,0,0,66,27,0,0
 2019/04/02 11:35:44,332,274,198,90,108,230,329,271,206,174,87,196,210,499,458,237,176,223,463,0,172,0,222,226,802,721,983,960,817,553,639,672,527,549,0,0,66,27,0,0
 2019/04/02 11:36:45,333,274,199,90,109,232,330,268,206,176,86,195,210,503,461,236,178,219,462,0,174,0,225,231,824,728,986,968,819,567,645,671,527,587,0,0,66,27,0,0
 2019/04/02 11:37:47,333,275,199,91,110,229,330,270,207,174,88,198,211,506,463,237,176,223,466,0,173,0,223,228,815,726,987,979,835,557,643,675,535,585,0,0,67,27,0,0
 2019/04/02 11:38:48,332,273,198,91,109,229,330,270,206,174,88,198,211,506,465,237,176,224,471,0,172,0,223,230,775,722,984,982,832,560,645,679,518,549,0,0,67,28,0,0
 2019/04/02 11:39:50,333,274,198,92,112,232,329,269,207,174,88,198,212,510,466,238,176,223,472,0,173,0,227,229,815,732,986,984,833,573,648,686,536,581,0,0,67,27,0,0
 2019/04/02 11:40:51,332,274,199,92,110,229,329,271,207,174,88,198,212,510,468,239,176,224,470,0,173,0,222,227,794,729,987,984,834,570,648,689,536,572,0,0,67,27,0,0
 2019/04/02 11:41:53,329,265,199,92,111,233,313,272,207,177,88,199,213,511,470,238,179,220,475,0,176,0,226,229,710,699,990,984,826,579,596,689,543,580,0,0,68,27,0,0
 2019/04/02 11:42:54,328,263,194,91,110,235,312,270,201,174,87,196,211,513,470,239,176,223,475,0,172,0,226,229,722,718,975,980,825,584,633,678,546,588,0,0,66,27,0,0
 2019/04/02 11:43:56,331,267,196,90,108,230,320,268,204,174,86,196,211,514,469,239,176,223,474,0,172,0,224,228,780,724,984,974,823,560,659,676,531,558,0,0,66,27,0,0
 2019/04/02 11:44:57,332,271,197,90,108,231,325,274,205,174,86,197,212,513,470,239,176,223,474,0,173,0,221,230,816,746,990,979,830,585,672,684,546,584,0,0,66,26,0,0
 2019/04/02 11:45:59,332,274,199,91,109,234,328,272,207,175,87,200,214,514,471,239,176,224,476,0,173,0,222,230,820,749,993,985,839,591,673,682,558,589,0,0,66,27,0,0
 2019/04/02 11:47:00,333,274,200,93,110,234,329,271,208,175,89,202,216,515,474,239,177,224,479,0,173,0,224,231,828,744,991,990,836,583,673,687,554,596,0,0,66,28,0,0
 2019/04/02 11:48:02,333,274,200,93,111,237,330,271,208,175,89,202,217,515,473,239,176,224,473,0,173,0,226,230,814,740,991,988,835,580,674,694,561,601,0,0,67,27,0,0
 2019/04/02 11:49:03,333,275,200,94,111,235,329,274,209,175,89,204,218,517,476,239,177,225,473,0,173,0,227,230,823,741,991,987,837,580,668,693,564,601,0,0,67,28,0,0
 2019/04/02 11:50:04,331,275,200,94,112,236,331,271,209,175,90,204,218,519,474,239,177,225,480,0,173,0,230,231,801,745,990,988,835,587,668,694,569,602,0,0,66,28,0,0
 2019/04/02 11:51:06,336,263,199,92,148,237,319,273,207,175,86,204,218,516,476,239,176,224,481,0,173,0,231,231,894,671,988,979,951,583,631,697,566,602,0,0,66,27,0,0
 2019/04/02 11:52:08,326,273,197,93,117,235,320,271,205,174,89,204,219,521,478,238,176,222,492,0,172,0,226,232,694,768,983,978,795,581,630,703,559,603,0,0,66,28,0,0
 2019/04/02 11:53:09,330,290,203,94,115,240,328,271,211,175,90,207,221,522,481,245,176,224,490,0,173,0,234,230,788,792,995,984,819,572,678,686,550,603,0,0,66,30,0,0
 2019/04/02 11:54:12,331,283,204,97,119,240,334,271,213,175,92,209,223,522,479,249,177,225,490,0,174,0,232,233,809,727,998,992,837,572,691,684,561,602,0,0,67,28,0,0
 2019/04/02 11:55:13,333,283,202,96,117,239,340,267,211,175,91,209,223,522,481,243,176,225,495,0,173,0,226,230,829,745,991,986,829,574,709,689,552,603,0,0,67,29,0,0
 2019/04/02 11:56:15,329,278,203,97,138,239,327,273,211,175,92,211,225,524,482,242,176,225,492,0,174,0,233,230,766,724,992,987,869,564,662,686,563,602,0,0,67,28,0,0
 2019/04/02 11:57:16,329,274,200,97,120,239,323,273,209,175,92,209,224,526,484,241,177,225,492,0,174,0,226,230,763,725,984,986,838,582,668,687,567,607,0,0,67,28,0,0
 2019/04/02 11:58:18,329,266,197,97,119,239,315,272,206,175,91,208,223,525,482,241,177,225,496,0,173,0,228,232,753,707,981,983,832,580,661,689,566,602,0,0,69,27,0,0
 2019/04/02 11:59:20,330,263,195,95,198,238,315,272,203,174,86,207,221,521,293,224,175,192,489,0,171,0,228,232,757,717,977,973,830,579,673,689,563,597,0,0,68,26,0,0
 2019/04/02 12:00:22,330,263,198,99,231,238,315,268,206,174,95,207,222,538,374,183,175,197,500,0,173,0,227,231,761,730,991,976,613,592,680,694,567,602,0,0,89,29,0,0
 2019/04/02 12:01:24,332,266,210,108,144,240,318,273,217,184,108,177,199,538,493,206,185,216,507,0,182,0,229,232,781,743,998,996,632,590,690,703,570,603,0,0,74,31,0,0
 2019/04/02 12:02:25,329,261,213,108,134,243,304,270,221,185,107,110,164,529,487,216,187,217,502,0,183,0,233,233,647,717,998,981,725,592,633,706,571,608,0,0,73,30,0,0
 2019/04/02 12:03:26,328,260,209,105,131,241,304,273,218,186,105,106,149,518,480,218,186,217,489,0,183,0,232,235,721,730,998,970,772,594,671,691,577,616,0,0,73,30,0,0
 2019/04/02 12:04:28,330,264,212,104,129,240,309,273,220,186,104,107,152,509,472,219,186,218,485,0,183,0,230,233,763,740,998,973,801,593,689,685,578,615,0,0,72,30,0,0
 2019/04/02 12:05:29,334,268,214,105,130,241,315,273,223,186,105,112,167,504,467,219,187,217,478,0,184,0,234,232,782,746,998,981,821,592,697,691,568,618,0,0,73,30,0,0
 2019/04/02 12:06:31,337,269,215,106,131,242,316,277,225,187,107,113,170,502,466,220,187,218,476,0,185,0,231,232,765,743,998,988,835,585,695,695,574,616,0,0,73,30,0,0
 2019/04/02 12:07:32,339,271,217,107,133,243,320,272,226,187,107,159,182,499,463,220,187,218,476,0,185,0,234,232,772,748,998,990,833,595,700,701,575,618,0,0,73,30,0,0
 2019/04/02 12:08:34,339,272,217,107,131,243,320,276,227,187,108,166,187,499,463,220,187,218,473,0,184,0,229,231,760,745,998,991,835,594,694,703,578,623,0,0,75,30,0,0
 2019/04/02 12:09:35,336,272,217,108,131,242,320,276,227,186,108,177,194,502,464,219,187,219,476,0,183,0,229,235,766,743,998,990,835,601,694,703,585,623,0,0,73,31,0,0
 2019/04/02 12:10:37,336,272,217,108,132,241,319,279,227,186,108,183,197,503,464,218,186,217,481,0,184,0,232,231,779,738,998,990,834,598,685,704,570,621,0,0,73,30,0,0
 2019/04/02 12:11:38,335,272,217,108,131,243,321,273,227,186,108,186,200,503,465,218,186,217,479,0,184,0,235,235,788,740,998,989,836,601,690,707,576,629,0,0,73,30,0,0
 2019/04/02 12:12:39,333,266,216,108,131,244,307,276,226,185,108,188,202,504,466,217,185,217,475,0,183,0,233,235,674,717,998,989,834,605,641,708,584,630,0,0,72,30,0,0
 2019/04/02 12:13:41,334,265,212,107,129,243,308,272,221,185,106,180,197,505,468,218,186,217,477,0,183,0,232,234,710,731,991,982,824,603,677,700,586,634,0,0,72,30,0,0
 2019/04/02 12:14:42,334,269,214,106,127,242,314,281,223,185,106,184,199,506,468,219,187,217,478,0,183,0,231,236,746,741,998,983,828,606,692,697,589,627,0,0,74,30,0,0
 2019/04/02 12:15:44,335,272,216,106,128,242,318,274,225,186,106,187,203,506,469,219,186,217,477,0,184,0,231,235,762,745,998,986,832,607,698,702,591,636,0,0,74,30,0,0
 2019/04/02 12:16:45,339,273,217,108,129,243,320,273,227,186,107,194,207,508,469,220,187,217,478,0,184,0,233,234,775,748,998,991,841,609,700,704,590,619,0,0,72,30,0,0
 2019/04/02 12:17:47,338,273,218,109,131,239,322,273,228,187,108,197,210,509,472,220,186,219,478,0,184,0,231,231,767,737,998,993,839,585,692,705,563,599,0,0,73,32,0,0
 2019/04/02 12:18:48,337,273,218,109,131,241,323,277,228,187,108,198,211,512,473,220,187,218,484,0,185,0,236,231,782,741,998,992,839,601,686,706,567,629,0,0,73,30,0,0
 2019/04/02 12:19:50,336,273,218,110,131,241,323,273,228,187,109,202,214,514,475,220,188,219,487,0,185,0,234,232,782,741,998,992,837,596,687,712,559,630,0,0,73,30,0,0
 2019/04/02 12:20:51,335,273,218,110,133,239,323,277,228,187,109,202,215,514,476,221,188,219,488,0,185,0,232,235,779,737,998,992,837,594,690,712,557,619,0,0,73,30,0,0
 2019/04/02 12:21:53,338,274,219,110,133,243,326,275,229,187,109,202,215,516,477,220,187,219,487,0,185,0,233,233,786,747,998,990,837,609,693,714,564,633,0,0,73,32,0,0
 2019/04/02 12:22:54,335,266,217,110,133,241,308,275,227,188,109,203,216,518,478,221,189,219,487,0,185,0,231,233,658,712,996,989,831,595,633,714,575,629,0,0,73,30,0,0
 2019/04/02 12:23:55,334,265,213,108,130,242,311,275,222,187,107,198,212,516,480,221,187,218,492,0,186,0,237,232,726,731,986,981,822,606,672,698,583,632,0,0,72,30,0,0
 2019/04/02 12:24:57,335,269,215,107,128,240,316,272,225,187,106,199,213,519,479,223,188,219,492,0,185,0,233,232,755,741,995,980,827,604,686,695,579,630,0,0,74,30,0,0
 2019/04/02 12:25:58,335,271,216,108,130,241,321,273,226,188,107,201,214,518,479,223,188,219,489,0,186,0,233,234,778,745,998,988,834,605,698,700,573,630,0,0,72,30,0,0
 2019/04/02 12:27:00,335,273,218,109,130,242,322,280,228,188,107,204,217,519,479,224,188,220,491,0,186,0,237,233,789,748,998,988,839,612,689,706,575,617,0,0,73,30,0,0
 2019/04/02 12:28:01,334,271,218,109,130,239,322,277,228,188,108,205,219,522,480,224,188,220,488,0,186,0,234,234,780,738,998,991,841,602,683,708,563,636,0,0,72,32,0,0
 2019/04/02 12:29:03,334,274,219,110,132,243,325,274,229,188,108,206,219,521,481,223,189,220,491,0,186,0,234,232,780,751,998,990,839,617,690,711,584,638,0,0,72,30,0,0
 2019/04/02 12:30:04,336,274,220,111,131,242,324,276,230,189,109,210,222,522,481,224,190,221,495,0,186,0,234,234,780,748,999,992,841,620,688,715,582,635,0,0,73,31,0,0
 2019/04/02 12:31:06,339,274,220,111,132,241,325,277,230,189,110,211,224,522,483,223,189,221,493,0,186,0,234,234,778,742,998,993,838,601,685,717,573,632,0,0,73,30,0,0
 2019/04/02 12:32:07,339,275,220,112,132,243,327,277,230,189,110,211,224,524,484,223,189,219,490,0,186,0,236,232,761,747,998,991,838,613,684,715,578,613,0,0,73,30,0,0
 2019/04/02 12:33:09,334,265,217,111,133,241,309,276,228,188,109,210,224,525,485,223,189,219,497,0,186,0,233,234,683,709,993,989,826,600,633,716,570,621,0,0,72,30,0,0
 2019/04/02 12:34:10,333,265,214,108,131,240,312,275,223,187,105,205,219,525,486,223,187,218,497,0,185,0,235,235,733,728,983,977,819,605,664,699,572,631,0,0,71,30,0,0
 2019/04/02 12:35:12,335,269,215,103,128,242,318,276,224,187,100,207,220,527,487,213,186,217,492,0,184,0,234,234,751,747,989,962,815,607,691,691,572,611,0,0,75,29,0,0
 2019/04/02 12:36:14,335,270,216,103,127,240,321,275,226,186,101,213,227,534,490,209,186,216,500,0,182,0,234,235,764,747,994,976,829,603,692,692,567,633,0,0,75,29,0,0
 2019/04/02 12:37:15,335,271,216,105,128,240,323,275,227,179,101,215,229,537,493,202,179,210,500,0,176,0,231,234,779,743,989,985,838,600,688,705,566,615,0,0,75,29,0,0
 2019/04/02 12:38:16,334,271,213,106,129,239,322,277,225,179,101,216,230,539,496,199,179,210,507,0,176,0,234,234,774,743,986,988,836,604,684,706,568,627,0,0,76,29,0,0
 2019/04/02 12:39:18,335,272,214,105,128,241,324,276,225,178,101,216,231,541,499,199,178,210,508,0,176,0,237,235,791,750,988,988,841,612,689,712,569,632,0,0,75,29,0,0
 2019/04/02 12:40:19,336,273,215,106,129,243,324,277,226,179,102,219,232,545,500,199,179,210,511,0,176,0,238,235,795,748,992,988,838,611,687,712,563,628,0,0,76,29,0,0
 2019/04/02 12:41:21,336,272,215,107,131,241,324,275,226,179,102,219,233,547,503,200,180,210,513,0,177,0,236,236,783,739,992,991,838,600,684,712,561,620,0,0,76,29,0,0
 2019/04/02 12:42:22,335,271,214,107,131,241,324,277,226,179,102,219,234,548,505,200,180,210,512,0,177,0,232,235,767,739,991,989,833,594,682,714,558,611,0,0,76,28,0,0
 2019/04/02 12:43:24,332,264,212,106,130,242,309,275,223,179,101,218,232,549,506,200,180,210,517,0,177,0,235,235,674,717,987,987,823,601,637,711,557,619,0,0,75,29,0,0
 2019/04/02 12:44:25,333,265,209,104,130,244,312,279,219,179,99,215,229,551,506,200,179,210,521,0,176,0,238,235,733,742,981,979,822,610,676,700,559,620,0,0,75,30,0,0
 2019/04/02 12:45:27,334,268,211,103,126,242,316,275,221,179,98,216,230,551,506,200,179,210,519,0,177,0,235,233,755,745,990,978,822,599,689,701,557,624,0,0,74,28,0,0
 2019/04/02 12:46:28,336,270,213,103,129,243,321,277,224,179,98,218,232,550,505,201,180,211,519,0,177,0,237,234,778,750,995,984,832,603,692,701,558,621,0,0,74,28,0,0
 2019/04/02 12:47:30,336,272,214,105,130,242,323,276,225,180,101,219,234,549,508,202,180,212,516,0,177,0,239,237,766,750,997,989,836,598,694,706,559,612,0,0,70,29,0,0
 2019/04/02 12:48:31,337,271,201,114,135,243,324,274,213,171,113,207,221,540,501,257,171,224,514,0,168,0,238,234,774,747,943,996,857,604,691,709,560,630,0,0,70,31,0,0
 2019/04/02 12:49:33,337,272,194,106,132,243,324,275,205,168,104,126,188,532,491,266,169,222,507,0,166,0,237,236,779,750,938,989,818,598,692,711,566,628,0,0,69,29,0,0
 2019/04/02 12:50:34,340,274,194,100,123,243,325,279,205,169,98,139,178,522,484,254,170,223,500,0,167,0,237,234,795,754,963,960,801,608,690,719,564,631,0,0,69,29,0,0
 2019/04/02 12:51:36,340,278,192,95,125,245,325,276,203,169,94,112,170,516,476,265,170,220,494,0,167,0,238,236,800,765,970,953,815,608,691,709,567,639,0,0,66,28,0,0
 2019/04/02 12:52:38,338,279,196,96,121,244,326,296,206,174,96,166,186,510,472,271,175,225,496,0,173,0,243,234,781,756,991,974,814,608,684,706,568,631,0,0,67,28,0,0
 2019/04/02 12:53:39,333,269,197,102,125,243,309,277,206,176,102,191,205,504,463,264,176,224,478,0,174,0,237,235,666,720,997,996,826,604,631,707,563,623,0,0,67,29,0,0
 2019/04/02 12:54:40,335,269,195,102,128,244,312,275,204,176,101,193,208,501,463,245,177,223,477,0,174,0,239,236,741,743,993,996,829,606,677,692,557,626,0,0,65,29,0,0
 2019/04/02 12:55:42,336,272,198,103,127,241,318,279,206,177,102,196,209,499,462,244,177,224,473,0,175,0,235,237,749,747,996,996,829,589,685,692,559,602,0,0,68,29,0,0
 2019/04/02 12:56:43,337,273,199,104,126,239,321,276,207,178,103,199,212,497,461,245,179,226,475,0,176,0,235,235,762,752,999,997,826,588,691,694,550,614,0,0,66,29,0,0
 2019/04/02 12:57:45,337,275,200,106,128,244,323,278,209,179,105,202,215,499,459,246,180,226,468,0,177,0,239,237,766,757,998,997,834,602,694,699,552,615,0,0,66,30,0,0
 2019/04/02 12:58:46,338,276,202,108,129,241,325,273,210,180,106,204,217,499,459,246,181,228,470,0,177,0,235,236,781,753,998,996,833,587,693,703,553,597,0,0,67,29,0,0
 2019/04/02 12:59:48,338,276,202,107,130,243,325,277,210,180,103,204,217,500,461,238,182,228,473,0,178,0,239,235,789,756,998,996,826,601,680,702,562,611,0,0,68,30,0,0
 2019/04/02 13:00:50,340,276,203,104,129,246,324,277,211,182,99,207,221,507,465,225,183,231,475,0,180,0,240,238,776,755,998,986,819,595,685,700,568,618,0,0,72,28,0,0
 2019/04/02 13:01:52,340,277,204,100,125,247,325,276,212,183,95,207,221,515,473,225,184,235,487,0,182,0,236,234,772,756,999,972,812,603,685,697,575,619,0,0,73,28,0,0
 2019/04/02 13:02:54,338,277,205,100,126,248,324,277,213,184,96,210,224,522,481,226,184,235,488,0,182,0,243,237,748,754,998,982,815,606,677,690,580,622,0,0,74,29,0,0
 2019/04/02 13:03:55,331,263,201,100,124,246,299,275,208,184,95,208,222,527,486,228,185,235,497,0,183,0,237,236,629,710,995,984,804,592,617,687,546,621,0,0,72,28,0,0
 2019/04/02 13:04:57,333,265,200,99,149,246,306,273,206,184,96,203,218,526,487,237,185,235,497,0,182,0,240,238,725,737,988,986,831,584,673,682,571,621,0,0,71,28,0,0
 2019/04/02 13:05:58,334,269,201,98,123,248,312,276,208,184,95,202,216,527,484,241,184,234,496,0,181,0,239,238,733,754,995,984,801,588,689,682,524,623,0,0,70,28,0,0
 2019/04/02 13:07:00,335,273,203,99,123,247,317,274,210,184,96,203,218,525,486,243,184,235,499,0,182,0,244,236,736,758,997,988,816,591,698,683,524,626,0,0,70,28,0,0
 2019/04/02 13:08:02,336,268,202,98,123,247,309,278,210,184,94,205,220,528,486,237,185,234,497,0,182,0,241,235,753,729,997,988,818,585,655,687,536,603,0,0,72,28,0,0
 2019/04/02 13:09:03,338,262,201,95,122,242,307,275,208,185,89,210,224,535,491,219,186,229,495,0,184,0,243,238,769,716,995,975,819,555,662,687,488,609,0,0,74,27,0,0
 2019/04/02 13:10:05,338,260,201,96,124,242,307,278,208,185,90,212,226,540,493,214,186,229,507,0,183,0,239,236,742,716,995,986,819,515,662,691,454,598,0,0,76,28,0,0
 2019/04/02 13:11:06,340,260,200,98,124,245,308,275,207,182,93,212,227,542,497,218,182,231,510,0,179,0,241,237,748,733,991,995,822,521,667,693,458,591,0,0,73,28,0,0
 2019/04/02 13:12:09,342,264,197,99,126,244,311,277,206,179,95,210,225,541,499,224,180,230,509,0,177,0,233,235,755,743,983,996,824,545,665,696,511,584,0,0,71,28,0,0
 2019/04/02 13:13:10,339,266,200,93,122,243,310,276,207,183,82,212,226,549,500,205,185,213,513,0,182,0,242,235,753,747,995,967,792,562,667,694,495,593,0,0,78,26,0,0
 2019/04/02 13:14:12,333,254,206,96,123,238,289,275,214,185,84,216,232,556,507,199,186,213,517,0,184,0,238,232,638,700,998,987,798,549,614,686,515,552,0,0,79,27,0,0
 2019/04/02 13:15:14,335,257,203,98,126,240,297,272,212,179,84,216,232,563,513,194,180,208,533,0,176,0,239,237,701,730,998,996,812,576,658,674,519,576,0,0,79,26,0,0
 2019/04/02 13:16:15,337,263,205,98,126,243,303,276,214,176,80,218,234,570,515,190,174,207,535,0,171,0,237,235,732,743,998,996,817,581,671,678,531,587,0,0,85,26,0,0
 2019/04/02 13:17:17,340,268,208,100,129,246,310,276,218,173,82,222,238,582,522,185,174,209,534,0,170,0,243,237,739,746,999,996,825,579,675,681,523,590,0,0,82,27,0,0
