Date/Time,(A)OAT1emp,(A)OA2Temp,(A)PreCoilTemp,(A)CoilTemp,(A)SaTemp,(A)RATemp,(A)EATemp,(O)DBUnitTemp,(F)PreCoilInTemp,(F)PreCoilOutTemp,(F)CoilInTemp,(F)CoilOutTemp,(F)CompInTemp,(F)CompOutTemp,(F)WatHxInTemp,(F)WatHxOutTemp,(W)WatHxInTemp,(W)WatHxOutTemp,(O)CompCaseTemp,NaN,(W)PanelInTemp,NaN,(I)IndoorATemp,(I)IndoorBTemp,(A)OA1Hum,(A)OA2Hum,(A)PreCoilHum,(A)CoilHum,(A)SAHum,(A)RAHum,,(O)DBUnitHum,(I)IndoorAHum,(I)IndoorBHum,(Flow rate 1),(Flow rate 2),(F)CompLowP,(F)CompHiP,NaN,NaN
 2019/04/02 15:45:50,341,275,202,102,128,246,325,281,211,179,94,217,231,539,496,242,180,233,510,0,177,0,243,242,842,750,998,996,832,563,712,707,551,595,0,0,70,28,0,0
 2019/04/02 15:46:51,337,272,202,102,126,248,317,279,211,179,94,217,231,539,498,242,180,233,510,0,177,0,245,245,699,732,998,997,835,562,666,705,528,601,0,0,70,28,0,0
 2019/04/02 15:47:52,337,264,198,101,125,246,306,278,206,179,92,213,228,539,496,242,180,232,507,0,177,0,239,249,753,720,991,994,817,552,677,703,551,577,0,0,69,27,0,0
 2019/04/02 15:48:54,339,268,199,99,124,249,313,276,207,179,91,214,228,540,495,243,179,231,509,0,176,0,241,242,809,742,995,988,822,562,704,691,552,593,0,0,68,28,0,0
 2019/04/02 15:49:56,342,273,200,100,125,245,320,278,210,179,92,215,229,540,496,243,179,231,508,0,177,0,234,246,823,753,998,993,828,555,724,691,549,590,0,0,69,28,0,0
 2019/04/02 15:50:57,342,274,201,101,125,245,322,278,210,179,92,216,230,539,496,243,179,231,515,0,176,0,235,243,839,752,999,995,835,566,718,692,562,590,0,0,68,28,0,0
 2019/04/02 15:51:59,338,272,202,101,126,248,315,277,211,179,92,216,230,540,496,242,180,231,505,0,176,0,237,244,756,736,998,996,828,571,670,699,558,558,0,0,69,28,0,0
 2019/04/02 15:53:00,336,266,199,100,125,243,309,277,206,178,91,214,229,540,496,243,178,231,507,0,176,0,227,245,766,726,994,993,826,556,680,696,533,563,0,0,69,28,0,0
 2019/04/02 15:54:02,337,267,199,99,124,244,311,286,207,178,90,214,228,540,496,243,179,232,509,0,176,0,229,242,776,736,995,989,829,565,696,693,544,570,0,0,68,27,0,0
 2019/04/02 15:55:03,341,268,199,99,122,248,312,282,207,178,90,215,229,538,496,243,179,232,516,0,176,0,243,244,780,737,998,991,835,551,705,698,554,576,0,0,68,28,0,0
 2019/04/02 15:56:05,343,269,199,100,124,248,312,282,208,179,91,216,229,538,498,244,178,232,507,0,176,0,237,243,772,743,999,996,834,556,704,708,550,577,0,0,68,28,0,0
 2019/04/02 15:57:06,344,268,200,100,125,251,307,281,208,179,92,216,229,540,496,243,180,233,509,0,177,0,240,242,681,730,998,996,831,561,676,708,564,585,0,0,69,28,0,0
 2019/04/02 15:58:07,343,262,197,99,124,253,298,284,205,179,90,214,228,542,497,244,180,232,510,0,176,0,237,246,689,722,994,994,820,555,675,709,559,562,0,0,68,27,0,0
 2019/04/02 15:59:09,345,266,197,98,122,246,307,288,206,179,90,214,228,540,498,244,179,230,505,0,177,0,234,244,724,736,997,991,819,547,708,691,563,595,0,0,68,27,0,0
 2019/04/02 16:00:10,351,272,199,99,123,251,312,288,208,179,91,215,229,543,498,245,179,231,508,0,176,0,239,244,744,753,998,995,831,572,714,694,577,600,0,0,69,27,0,0
 2019/04/02 16:01:12,352,273,201,100,124,251,314,287,210,179,92,217,232,542,499,245,180,232,511,0,177,0,238,243,738,743,998,996,834,555,706,704,538,564,0,0,68,28,0,0
 2019/04/02 16:02:14,353,275,201,101,127,251,316,286,210,179,93,219,232,543,500,245,180,232,516,0,177,0,235,242,750,742,999,997,830,556,705,704,551,571,0,0,69,27,0,0
 2019/04/02 16:03:15,353,276,201,102,125,253,317,288,211,179,93,219,233,544,501,244,180,234,509,0,177,0,238,247,741,743,998,997,833,565,700,698,565,578,0,0,69,27,0,0
 2019/04/02 16:04:17,353,277,202,102,128,252,318,287,211,179,93,219,233,543,500,245,181,233,513,0,177,0,236,250,730,742,998,996,829,558,703,705,554,575,0,0,68,28,0,0
 2019/04/02 16:05:18,353,278,202,103,128,253,319,285,211,179,93,220,234,544,502,244,181,232,515,0,177,0,240,247,749,740,998,996,830,542,703,720,546,586,0,0,69,28,0,0
 2019/04/02 16:06:19,354,278,203,103,129,252,319,286,212,180,94,221,234,544,502,244,181,233,518,0,178,0,235,243,727,737,999,996,829,563,693,695,545,580,0,0,69,28,0,0
 2019/04/02 16:07:21,353,275,203,103,129,252,313,293,212,180,94,220,234,545,502,244,181,233,508,0,178,0,239,246,636,718,998,996,825,561,660,706,570,604,0,0,70,28,0,0
 2019/04/02 16:08:22,352,269,199,103,127,252,307,296,207,180,93,218,232,546,502,246,182,233,511,0,178,0,239,245,676,716,995,996,821,548,672,694,550,580,0,0,69,27,0,0
 2019/04/02 16:09:24,353,274,200,102,127,253,313,290,209,180,92,217,232,546,504,246,180,233,518,0,178,0,243,246,712,732,996,991,816,551,690,680,539,605,0,0,69,29,0,0
 2019/04/02 16:10:25,351,274,201,102,125,254,311,287,210,180,92,218,232,547,504,247,179,233,516,0,178,0,242,247,708,727,998,992,822,556,664,680,529,576,0,0,70,28,0,0
 2019/04/02 16:11:27,353,274,200,101,127,252,312,290,209,180,91,218,232,545,502,246,180,232,517,0,177,0,247,251,722,727,997,992,828,555,675,681,521,585,0,0,68,28,0,0
 2019/04/02 16:12:28,353,274,201,101,127,254,313,290,209,179,91,219,232,547,504,246,181,234,512,0,177,0,245,250,724,727,997,993,835,548,669,686,505,557,0,0,69,27,0,0
 2019/04/02 16:13:30,352,274,200,101,127,246,315,289,209,179,91,219,233,545,503,246,180,232,517,0,177,0,236,245,730,722,998,996,826,549,667,688,538,581,0,0,68,27,0,0
 2019/04/02 16:14:31,349,273,200,101,127,245,316,288,209,179,91,218,232,546,504,246,179,233,511,0,177,0,233,249,725,720,998,996,829,547,658,684,538,575,0,0,69,27,0,0
 2019/04/02 16:15:33,348,274,200,101,127,246,316,291,208,179,91,218,232,545,502,245,180,232,514,0,177,0,235,248,740,722,998,995,826,562,660,692,560,580,0,0,68,28,0,0
 2019/04/02 16:16:34,348,275,200,101,127,249,319,286,209,179,91,219,232,545,502,245,180,233,516,0,177,0,240,247,750,730,998,995,827,566,663,683,565,591,0,0,68,28,0,0
 2019/04/02 16:17:36,345,271,200,101,125,249,310,290,208,180,91,219,233,546,503,246,179,233,517,0,177,0,240,249,660,705,998,996,826,559,618,689,552,587,0,0,68,28,0,0
 2019/04/02 16:18:37,343,266,197,101,126,247,307,289,205,179,89,216,231,545,503,245,179,231,516,0,177,0,229,244,689,709,994,995,818,561,637,680,543,563,0,0,68,28,0,0
 2019/04/02 16:19:39,344,271,198,99,125,248,314,287,206,179,88,216,230,544,503,246,179,232,515,0,177,0,234,245,720,725,995,993,823,560,656,667,546,552,0,0,69,27,0,0
 2019/04/02 16:20:40,345,273,199,99,125,249,317,287,207,178,89,216,230,545,502,246,178,230,519,0,176,0,238,245,734,727,998,993,824,569,658,671,568,584,0,0,68,29,0,0
 2019/04/02 16:21:42,344,275,199,100,125,250,320,286,208,178,89,218,232,545,501,245,179,231,513,0,176,0,241,247,739,732,998,995,825,568,656,680,547,571,0,0,68,27,0,0
 2019/04/02 16:22:43,345,275,199,101,127,245,321,289,208,178,90,218,232,544,504,245,179,231,521,0,176,0,229,243,754,723,998,996,838,554,652,682,521,550,0,0,68,28,0,0
 2019/04/02 16:23:45,345,272,198,101,126,242,319,286,207,178,89,218,232,545,501,245,178,231,514,0,175,0,229,243,768,714,998,996,828,549,644,682,540,545,0,0,68,27,0,0
 2019/04/02 16:24:46,344,272,198,100,125,244,321,285,206,178,89,217,232,544,501,245,178,231,512,0,175,0,231,243,746,725,998,997,828,565,648,688,546,569,0,0,67,28,0,0
 2019/04/02 16:25:48,344,272,198,100,126,245,319,285,207,178,89,218,232,543,501,245,178,232,516,0,176,0,232,244,754,720,998,997,829,564,638,698,550,536,0,0,68,27,0,0
 2019/04/02 16:26:49,345,273,198,99,127,245,321,289,207,178,88,218,232,542,502,245,180,231,519,0,176,0,234,247,768,724,998,995,831,565,645,685,570,561,0,0,68,27,0,0
 2019/04/02 16:27:51,343,268,198,100,125,246,313,287,207,179,89,218,232,541,501,246,179,232,518,0,176,0,239,245,670,705,998,996,823,559,611,682,560,592,0,0,67,28,0,0
 2019/04/02 16:28:52,342,266,196,99,124,247,309,285,204,179,87,216,231,544,501,247,179,231,515,0,177,0,234,246,702,713,995,995,822,564,631,689,562,546,0,0,68,27,0,0
 2019/04/02 16:29:54,343,269,197,98,123,247,315,285,205,179,87,216,230,546,501,248,179,231,514,0,177,0,235,243,723,727,998,993,823,562,649,682,557,576,0,0,68,27,0,0
 2019/04/02 16:30:55,343,272,199,99,124,247,319,284,207,179,87,217,232,547,501,249,180,231,518,0,177,0,234,246,741,731,999,995,826,564,656,675,564,592,0,0,68,27,0,0
 2019/04/02 16:31:57,344,274,199,99,125,248,320,289,208,180,88,218,232,545,501,248,180,231,511,0,177,0,234,245,749,731,998,997,833,565,649,691,522,544,0,0,67,27,0,0
 2019/04/02 16:32:58,341,271,199,100,124,248,318,289,207,180,88,217,232,545,499,248,181,231,520,0,178,0,239,247,739,723,998,996,833,564,644,678,551,565,0,0,67,27,0,0
 2019/04/02 16:34:00,344,273,199,109,131,248,321,282,207,179,100,219,234,536,495,267,190,220,514,0,178,0,261,242,778,724,998,997,858,554,652,674,539,573,0,0,64,29,0,0
 2019/04/02 16:35:02,343,272,199,111,137,245,320,279,207,179,98,220,234,530,488,249,188,228,452,0,176,0,223,253,753,720,998,997,861,553,647,702,529,562,0,0,64,29,0,0
 2019/04/02 16:36:04,343,269,198,109,134,242,318,294,206,179,89,221,235,531,485,217,191,219,474,0,176,0,209,249,765,716,998,996,833,550,643,692,543,544,0,0,69,28,0,0
 2019/04/02 16:37:05,343,271,199,111,137,247,319,292,207,179,86,222,237,534,486,205,176,222,496,0,178,0,246,268,756,729,999,997,836,565,647,687,572,593,0,0,71,27,0,0
 2019/04/02 16:38:08,340,271,200,113,138,249,310,292,208,182,77,222,239,540,489,195,182,220,503,0,182,0,232,234,661,713,998,996,839,562,614,701,552,575,0,0,75,27,0,0
 2019/04/02 16:39:09,340,266,202,122,145,248,307,291,211,181,94,223,239,543,495,199,180,227,537,0,177,0,239,228,714,709,998,996,850,560,632,679,551,565,0,0,67,28,0,0
 2019/04/02 16:40:11,342,269,198,125,148,247,312,285,206,179,113,219,234,530,491,272,180,225,508,0,175,0,234,254,740,729,994,996,859,569,657,672,562,578,0,0,64,31,0,0
 2019/04/02 16:41:13,343,272,198,119,142,249,319,281,207,178,108,218,233,522,482,273,181,229,457,0,180,0,242,251,767,736,996,997,826,573,666,676,573,601,0,0,63,30,0,0
 2019/04/02 16:42:14,343,274,198,116,141,253,319,281,207,178,106,219,232,516,477,272,175,221,544,0,174,0,220,268,782,734,997,994,822,567,662,684,540,560,0,0,63,30,0,0
 2019/04/02 16:43:16,343,272,199,113,139,245,320,286,207,179,102,218,231,514,476,278,180,227,486,0,177,0,235,245,761,724,998,983,831,552,656,688,552,551,0,0,65,29,0,0
 2019/04/02 16:44:17,342,273,199,110,135,249,318,286,207,179,100,218,231,514,473,276,179,227,485,0,177,0,239,248,753,729,998,980,815,574,649,688,562,567,0,0,65,28,0,0
 2019/04/02 16:45:19,343,275,200,108,135,250,321,285,209,180,98,219,232,516,477,275,181,228,487,0,177,0,238,250,767,729,998,982,829,571,653,682,570,592,0,0,65,28,0,0
 2019/04/02 16:46:21,344,275,200,113,136,250,321,286,209,179,104,219,232,514,475,279,180,227,492,0,177,0,239,250,772,728,998,996,838,572,651,693,559,578,0,0,65,29,0,0
 2019/04/02 16:47:22,343,275,200,107,134,250,322,286,208,179,94,219,233,518,474,273,181,227,487,0,177,0,236,245,770,725,998,983,810,563,651,684,563,599,0,0,67,28,0,0
 2019/04/02 16:48:23,338,270,199,106,137,250,307,285,207,179,94,219,232,517,477,274,181,228,482,0,177,0,234,246,650,706,998,991,827,578,606,692,574,591,0,0,65,28,0,0
 2019/04/02 16:49:25,340,268,195,104,131,248,307,290,203,178,92,216,230,518,476,272,179,227,486,0,176,0,238,249,719,715,991,988,791,571,639,683,562,582,0,0,65,28,0,0
 2019/04/02 16:50:26,341,274,197,104,148,249,314,288,206,178,91,214,229,518,476,272,179,226,494,0,176,0,240,248,749,735,998,988,787,582,665,680,581,573,0,0,66,28,0,0
 2019/04/02 16:51:28,343,274,199,105,130,249,320,286,207,178,93,218,232,519,478,272,180,226,496,0,176,0,239,250,759,727,998,996,808,567,671,677,569,599,0,0,65,28,0,0
 2019/04/02 16:52:29,346,277,200,106,143,248,328,284,209,178,94,219,233,521,478,273,180,227,504,0,176,0,241,249,798,741,998,996,899,575,681,684,576,592,0,0,65,28,0,0
 2019/04/02 16:53:31,346,277,200,107,147,252,325,286,210,179,95,222,235,521,477,273,179,228,501,0,176,0,246,250,819,729,998,997,891,570,661,681,572,570,0,0,65,28,0,0
 2019/04/02 16:54:32,348,278,201,108,140,247,328,286,210,179,96,223,237,522,478,274,179,227,493,0,177,0,230,249,822,729,999,997,858,568,660,694,529,566,0,0,65,28,0,0
 2019/04/02 16:55:34,346,278,200,105,133,248,329,284,208,179,94,222,236,522,479,273,179,228,493,0,177,0,234,248,798,737,998,993,779,570,664,693,564,593,0,0,65,29,0,0
 2019/04/02 16:56:35,346,279,201,109,136,250,331,285,210,180,96,223,236,522,480,275,181,229,491,0,178,0,239,247,805,738,998,996,828,572,667,691,563,585,0,0,66,28,0,0
 2019/04/02 16:57:38,347,278,202,109,136,249,330,284,211,180,96,223,237,523,479,274,181,228,494,0,178,0,238,248,811,731,998,997,836,570,662,689,563,580,0,0,66,29,0,0
